sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Purchase,Spending,Partition,,
496,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2812,3944,0,0,0,1,183,t,,
497,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1227,1227,0,1,0,0,0,s,,
498,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2052,2837,0,0,0,1,200,s,,
499,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2746,3047,1,0,1,1,182,v,,
500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2236,2236,0,0,0,0,0,v,,
501,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,216,216,0,1,0,0,0,t,,
502,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1451,1451,0,0,0,0,0,t,,
503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3353,3353,1,1,0,0,0,t,,
504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206,206,0,0,0,0,0,v,,
505,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2962,3244,1,1,0,1,95,s,,
506,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3655,3655,0,1,0,0,0,s,,
507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3107,3107,0,0,0,0,0,v,,
508,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3549,3549,1,1,0,1,229,t,,
509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,1710,0,1,0,0,0,t,,
510,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,196,0,1,0,0,0,s,,
511,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3020,3020,1,0,0,1,129,t,,
512,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,s,,
513,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2767,2767,1,1,0,0,0,v,,
514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,0,0,0,0,t,,
515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2730,2730,0,0,0,0,0,t,,
516,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1592,1683,1,1,1,1,30,t,,
517,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,681,681,1,0,1,0,0,t,,
518,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3718,3718,0,0,0,1,98,v,,
519,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1379,1400,0,0,1,1,63,v,,
520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,148,1113,0,1,1,1,214,t,,
521,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3353,3353,1,1,0,0,0,t,,
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,206,206,1,0,0,1,264,t,,
523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781,2781,0,0,0,0,0,t,,
524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,1,0,0,0,0,t,,
525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,0,1,1,0,0,t,,
526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1792,1792,1,0,0,1,167,s,,
527,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2845,2845,0,1,0,1,120,s,,
528,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2607,2607,1,0,0,1,6,t,,
529,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,118,204,0,0,0,0,0,v,,
530,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1498,1512,0,1,1,0,0,v,,
531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3489,3489,0,1,0,0,0,v,,
532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008,1008,0,0,0,0,0,t,,
533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,17,1,0,0,1,94,s,,
534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,491,3671,1,1,1,1,139,t,,
535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2941,2941,1,1,0,0,0,t,,
536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1536,1536,0,0,0,0,0,v,,
537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3513,3529,1,1,0,1,219,v,,
538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1184,3376,0,1,0,1,44,s,,
539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3636,3648,1,1,0,1,128,v,,
540,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3745,3745,1,0,0,0,0,t,,
541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1995,2009,1,0,1,1,243,s,,
542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,171,v,,
543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1851,1851,1,1,0,1,30,s,,
544,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3684,3684,0,1,0,0,0,s,,
545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3027,3027,1,0,0,1,96,v,,
546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,0,0,0,0,v,,
547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2957,3382,0,1,0,1,130,v,,
548,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2918,2918,1,1,0,0,0,v,,
549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,1,0,0,0,0,s,,
550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2355,2355,0,0,0,0,0,t,,
551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2220,2220,0,1,0,1,171,t,,
552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0,t,,
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,519,1890,1,0,0,1,585,t,,
554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2740,2740,0,1,0,0,0,t,,
555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2142,2145,0,0,1,1,174,v,,
556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,597,597,1,0,0,1,240,s,,
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,1,1,0,0,0,t,,
558,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1618,1654,1,0,1,0,0,t,,
559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1168,1168,1,0,0,1,40,s,,
560,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,0,0,0,0,v,,
561,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1374,3229,0,1,0,1,369,s,,
562,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995,2024,1,0,1,1,117,v,,
563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,0,0,0,0,0,t,,
564,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1415,1428,0,0,1,0,0,s,,
565,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,204,204,0,1,0,0,0,v,,
566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3201,3201,1,1,0,1,129,v,,
567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2872,3312,1,0,0,1,122,t,,
568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1795,1795,0,0,0,1,230,v,,
569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,581,581,1,0,0,1,331,v,,
570,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0,t,,
571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2459,3746,1,1,0,1,153,s,,
572,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1842,1871,0,0,1,0,0,v,,
573,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,t,,
574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,216,2758,1,1,1,1,123,v,,
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2831,2887,1,1,0,1,170,t,,
576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,130,v,,
577,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3944,3944,1,1,0,1,128,s,,
578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1646,1717,1,0,1,1,130,s,,
579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2564,2564,0,0,0,1,130,s,,
580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3374,3374,1,0,1,1,128,v,,
581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3759,3760,0,1,0,0,0,v,,
582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1134,3125,1,0,0,1,406,v,,
583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,1680,1,1,0,1,116,t,,
584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1870,1870,0,1,0,0,0,s,,
585,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,465,2897,0,1,0,1,133,v,,
586,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3642,3642,0,0,0,1,129,v,,
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,260,1038,0,0,1,1,135,t,,
588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3914,4005,0,0,1,1,581,s,,
589,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3521,3521,0,0,0,1,53,s,,
590,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1850,1899,0,0,0,1,35,t,,
591,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,181,181,1,0,0,0,0,t,,
592,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2257,2257,1,0,0,1,91,t,,
593,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2809,2809,0,1,0,0,0,v,,
594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1842,1871,1,0,1,0,0,t,,
595,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2878,2900,0,0,0,0,0,t,,
596,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2199,2257,1,1,0,1,81,s,,
597,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2445,2445,1,0,1,1,35,v,,
598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3208,3208,0,0,0,0,0,v,,
599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,1,153,v,,
600,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,216,216,1,0,1,0,0,s,,
601,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,216,2051,1,1,1,1,150,v,,
602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3199,3199,1,0,0,1,159,s,,
603,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2781,2781,1,0,0,1,130,t,,
604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2229,2229,0,1,0,0,0,v,,
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,238,238,1,1,1,0,0,t,,
606,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3398,3398,0,1,0,0,0,t,,
607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2326,2333,1,1,0,1,161,v,,
608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3630,3630,0,1,0,0,0,t,,
609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2751,2751,1,1,0,0,0,v,,
610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,532,532,0,0,1,0,0,v,,
611,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,0,0,0,0,0,s,,
612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3131,0,0,0,1,136,s,,
613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,90,90,1,0,1,0,0,s,,
614,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,0,1,0,0,0,s,,
615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,162,188,1,1,0,1,1162,v,,
616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,2257,0,1,0,0,0,v,,
617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2877,2877,0,0,0,0,0,s,,
618,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,520,3944,1,0,0,1,1195,v,,
619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2878,2878,0,1,0,0,0,t,,
620,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,1,0,0,0,v,,
621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1491,1491,0,0,0,1,57,t,,
622,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1837,1849,1,0,1,0,0,t,,
623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,717,717,1,0,0,1,30,s,,
624,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3740,3760,0,0,0,1,98,v,,
625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2957,3171,0,1,0,1,129,t,,
626,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3745,3745,0,1,0,0,0,v,,
627,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3213,3222,1,0,1,1,34,s,,
628,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1554,1554,0,0,0,1,277,t,,
629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1598,1598,0,0,0,0,0,t,,
630,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,554,554,1,0,0,0,0,t,,
631,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3791,3791,1,0,0,0,0,v,,
632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,1709,0,0,0,0,0,v,,
633,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1885,1885,0,1,0,0,0,s,,
634,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4065,4065,1,1,0,1,128,v,,
635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,850,868,1,1,0,1,210,v,,
636,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,3283,0,1,0,1,142,s,,
637,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3390,3390,1,1,0,0,0,v,,
638,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2361,2361,0,1,0,0,0,v,,
639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2704,2704,0,1,0,0,0,t,,
640,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,0,0,0,0,t,,
641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,120,0,1,0,1,149,s,,
642,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3478,3478,0,0,0,0,0,s,,
643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,829,0,1,0,1,69,v,,
644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2704,2905,1,1,0,1,8,t,,
645,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1128,3430,1,1,1,1,236,s,,
646,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3944,4096,0,1,1,1,362,v,,
647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3094,3094,0,1,1,0,0,s,,
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,114,919,1,1,0,0,0,t,,
649,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3381,3381,1,0,0,1,98,t,,
650,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,0,0,1,34,t,,
651,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2759,2759,0,1,0,1,35,t,,
652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1752,1771,0,1,1,0,0,s,,
653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,792,3689,0,1,0,1,331,s,,
654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,0,1,0,0,0,s,,
655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,4096,0,1,0,0,0,t,,
656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3327,3327,1,1,1,1,98,t,,
657,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2848,2848,0,0,0,0,0,t,,
658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,331,331,1,1,0,0,0,v,,
659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2662,2662,0,0,0,0,0,v,,
660,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1032,2891,1,1,0,0,0,t,,
661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2466,2466,0,1,0,0,0,s,,
662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171,3394,0,1,1,0,0,t,,
663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2891,2891,1,0,0,0,0,t,,
664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3157,3180,1,1,0,1,162,t,,
665,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,490,2017,1,0,0,1,276,v,,
666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2012,2053,1,1,1,1,160,t,,
667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2487,2487,1,0,0,1,163,s,,
668,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3342,3342,0,1,0,1,98,s,,
669,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2787,2787,1,0,0,0,0,t,,
670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1164,1164,0,1,0,0,0,v,,
671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872,2872,0,1,0,0,0,s,,
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1091,1091,1,1,0,0,0,v,,
673,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4157,4157,1,0,0,0,0,v,,
674,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2829,3381,0,1,0,1,163,v,,
675,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1346,1386,0,1,1,0,0,t,,
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1017,1017,0,0,0,1,197,v,,
677,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3024,3024,0,1,0,0,0,t,,
678,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,581,581,0,1,1,1,203,v,,
679,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2221,2221,0,1,0,0,0,s,,
680,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3397,3397,1,1,0,0,0,s,,
681,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2807,3683,1,0,1,1,239,t,,
682,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3041,3041,1,0,0,1,30,v,,
683,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3423,3423,1,1,0,0,0,t,,
684,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1582,1625,0,1,1,0,0,t,,
685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,441,3025,0,1,0,0,0,v,,
686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3397,3397,0,0,0,0,0,s,,
687,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2723,2752,0,0,0,1,161,s,,
688,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3397,3397,1,0,0,0,0,v,,
689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2878,2878,1,1,0,0,0,v,,
690,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2402,2402,0,1,0,1,85,v,,
691,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,709,709,1,0,0,1,160,v,,
692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1962,1981,0,0,1,0,0,t,,
693,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1673,1673,1,0,0,1,129,v,,
694,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,804,1883,1,0,1,0,0,s,,
695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2379,2379,0,1,0,1,207,t,,
696,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1248,1970,0,0,1,1,202,t,,
697,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3883,3883,1,0,0,1,97,t,,
698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1809,1925,1,1,1,1,58,v,,
699,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3852,3852,0,1,0,0,0,v,,
700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136,136,0,1,0,0,0,t,,
701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,994,994,0,1,0,0,0,v,,
702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,549,2306,1,1,1,1,484,t,,
703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2941,2968,0,0,0,1,285,s,,
704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,609,609,0,1,0,1,162,s,,
705,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2158,2249,1,1,0,1,64,s,,
706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2768,2768,0,1,0,0,0,s,,
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1052,1052,0,1,0,1,170,v,,
708,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2466,3283,1,0,0,1,188,v,,
709,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3558,3558,0,0,0,0,0,v,,
710,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1933,0,0,1,0,0,t,,
711,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2897,2897,1,0,0,0,1,v,,
712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1563,1793,0,0,0,1,160,v,,
713,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3166,3166,1,0,1,0,0,t,,
714,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1072,1072,0,0,0,0,0,s,,
715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3650,3650,0,0,0,0,0,t,,
716,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,465,2438,1,0,1,1,260,v,,
717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3496,3496,0,1,0,1,40,s,,
718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3597,3597,0,1,0,0,0,t,,
719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,0,0,0,0,0,s,,
720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,841,1091,0,1,1,0,0,s,,
721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1128,2996,0,1,0,1,620,t,,
722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3382,3382,1,1,0,1,132,v,,
723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1058,1058,0,0,1,0,0,s,,
724,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,582,1,1,0,1,89,v,,
725,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1582,1611,1,0,1,0,0,t,,
726,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2313,2313,0,1,0,1,140,v,,
727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1437,1437,0,1,0,0,0,v,,
728,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1879,1921,0,1,1,0,0,t,,
729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4036,4036,0,0,0,1,65,s,,
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,770,770,0,1,0,1,43,v,,
731,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,869,869,1,1,0,0,0,t,,
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1521,1521,0,0,0,0,0,v,,
733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1120,2039,1,0,0,1,193,v,,
734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1498,1512,1,0,1,1,344,v,,
735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2634,2634,0,1,0,1,116,v,,
736,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1120,3244,0,1,0,1,124,v,,
737,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2452,2478,1,1,0,1,100,s,,
738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3769,3769,0,0,0,0,0,s,,
739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1436,1499,1,0,1,1,192,t,,
740,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1625,1661,0,0,0,1,169,t,,
741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608,608,0,1,0,0,0,t,,
742,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1112,1112,0,0,0,0,0,s,,
743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3054,3067,0,1,1,1,99,s,,
744,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1130,3664,0,0,0,1,274,t,,
